tweet_id,Text,task_1,task_2,Label
hi_hasoc_2021_4379,@VMBJP @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP जब केंद्र के मंत्री z+ की सुरक्षा लेकर भी बंगाल दौरा सही से भी कर सकते उनपे हमला होता हैं तो उन करोड़ों कार्यकर्ता पे क्या जुर्म ढाया जा रहा होगा अफसोस अभी ये निंदा धरना देंगे 😡 इनके लिए सता ही सबकुछ है और कुछ नही कुछ तो शर्म करो #BengalBurning #bengalvoilence #ममता_की_निर्ममता,HOF,HATE,1
hi_hasoc_2021_1218,"ये बंगाल की CM ममता बनर्जी नही है,ये Terror की आका डायन है👹जो बंगाल मे TMC पार्टी के आतंकवादी जिहादीयोंसे बलात्कार,खुन,खराबा बंमबारी कराती है  #TMCTerror #TMCGoons #BengalBurning #BengalViolence #MamtaisTerrorist #ArrestMamta #ShameOnDiaonMamta #ShameOnTerroristMamtaBanerjee https://t.co/PNyGsMsXmN",HOF,OFFN,1
hi_hasoc_2021_5280,"☄☄ साउद अली पहले अम्मी, फिर बाजी,फिर कुतिया,फिर मुर्गी, इन सब के मना करने पर, गुस्से से बकरी के साथ ही खेलने लग गए।   वाह बेटे मौज कर दी..! ☺ @SaudAli32039647 https://t.co/FIpnqyxd50",HOF,PRFN,1
hi_hasoc_2021_4421,निर्ममता 😡😡  इसका एक जीवन्त उदाहरण : ज्वलंत बंगाल  नहीं संभलता तो 2 मिनट के लिए बंगाल @RSSorg को सौंप दो ।। #ShameOnMamata  #राष्ट्रपति_जी_बंगाल_संभालो #बंगाल_बचाओ_मोदीजी #BengalBurning #bangalviolence https://t.co/M2ZzelucZL,HOF,OFFN,1
hi_hasoc_2021_3953,"अरे जाहिल गंवार अनपढ़ बद्तमीज़ फूहड़ औरत + चमची, ठीक से हिन्दी में लिखना तो सीख ले VAN KI LORRY ! 🤦🏻‍♀️😂😂 @MimrotReena   #RaGaKMKB #GaliWaliMadam https://t.co/wgJ3jgw5Dy",HOF,OFFN,1
hi_hasoc_2021_4693,@harbhajan_singh देश को बचाना होगा @narendramodi को जाना होगा #Resign_PM_Modi  #धर्म_के_खाल_में_दानव #ResignPMmodi  #कम्यूनल_कोरोना_के_मरीज #RESIGN  #कालणेमी,HOF,OFFN,1
hi_hasoc_2021_3742,@ajitanjum कुत्ते की दुम पर केवल कुतिया ही भरोसा करती है?,HOF,PRFN,1
hi_hasoc_2021_3458,"यह भेंस चोर दुसरो को अपना बाप बनाकर अपनी नाजायजी क्यु प्रस्तुत कर रहे हैं, ओर साथ में ट्विटर पर अपनी नेशनल ओर इंटरनेशनल बेइज्जती करवाने से बाज़ नहीं आते..!! #RajputSamratPrithvirajChauhan",HOF,OFFN,1
hi_hasoc_2021_4449,#नरेंद्र_मोदी_ग्लोबल_पप्पू #ModiKaVaccineJumla #ModiMustResign Is trending meanwhile m(g)odi bhakts ÷ https://t.co/CmZVSBiueK,HOF,OFFN,1
hi_hasoc_2021_4468,@AkhtarH18713098 @DChaurasia2312 तभी तो ये बलात्कारों ओर लव जिहाद में हरामी पुत्रों का नाम सबसे ज्यादा आता है कानून बनाया योगी जी ने तो फट गयी।,HOF,HATE,1
hi_hasoc_2021_3334,बंगाल में हिंसा फैलाते TMC के गुंडे.   क्या यही लोकतंत्र है? कहाँ गए लिबरल शिबरल?👇👇 @KrishnaMohanSha #BengalBurning https://t.co/M5digbPgCs,HOF,HATE,1
hi_hasoc_2021_4665,"बुझा कर हजारों घरो के चिराग, वो कहता रहा अच्छे दिन आएंगे !😞           #ResignModi https://t.co/LaYV8l33B1",HOF,OFFN,1
hi_hasoc_2021_5568,",#जलता_बंगाल #बंगाल_में_राजनीतिक_हिंसा: #tmc #westbengal #bengalburning #bengalviolence #bengalisburning #isupportmodi #भारत  ट्विटर लिब्ऱांडुओं का पालतू कुत्ता है जो राष्ट्रवादी की आवाज़ बंद करता है पर जिहादियों की आवाज़ को बुलंद करता है। https://t.co/hokGK3eLjQ",HOF,HATE,1
hi_hasoc_2021_6036,@INCIndia तेरे ऊपर विश्वास कौन करेगा ? तूने अपने नाम मे गांदी लगा रखा है । दोगला कभी सचा और देशभक्त हो सकता है क्या?,HOF,OFFN,1
hi_hasoc_2021_4399,"#विश्वसम्राट, भारत के #भाग्यविधाता, #रामराज्य लाने वाले महान विग्यानी और अर्थ सास्त्री श्री #मोदी की आखों के सामने खुले आम दवाओं, ऑक्सीजन, अम्बुलेंस, समशान में पर पूरे लूट लूट हो रही है  शायद वो सोच रहा है कि इस के लिए किसे ज़िम्मेदार ठहराऊँ? #ModiKaVaccineJumla",HOF,OFFN,1
