,_id,Text,task_1,task_2,Label
3918,60c5d6bf5659ea5e55def6e2,"#ResignModi #ExitModi #Resign_PM_Modi #ModiMadeDisaster @BJP4India @PMOIndia @INCIndia @AamAadmiParty I am ashamed of my Prime minister, my country and its jurisdiction, Democracy of india and it's 4 pillars. I am also ashamed of myself breathing and others struggling to breathe. https://t.co/uDCD7c58uy",HOF,HATE,1
2368,60c5d6bf5659ea5e55df023a,Iono my head giver radar usually be on point if I think she can eat the dick I’m usually corrected 🤣,HOF,PRFN,1
2548,60c5d6bf5659ea5e55df04d3,@pbhushan1 Delhi is already struggling because of high pollution levels....this is the reason why most people are suffering severely as their lungs are already damaged due to pollution....modi is a disaster for India as he was for Gujarat...#ResignModi,HOF,OFFN,1
630,60c5d6bf5659ea5e55def55f,The Government that Can't manage: Defeat Vaccines Oxygen Foreign Aid Pandemic Has No Right to Remain in Power #Resign_PM_Modi To save further Loss of Lives...,HOF,HATE,1
4043,60c5d6bf5659ea5e55defb75,"@BJP4India Not supporting what is happening in bengal. But where are you all can't you heard India screaming, crying ðŸ˜°ðŸ˜­ where are you ??? People are dying , but you all just lie big lie ðŸ™ŠðŸ™‰ðŸ™ˆ tanashahi in India. @narendramodi please #Resign_",HOF,HATE,1
175,60c5d6bf5659ea5e55def20b,You are not only national but international embarrassment. For country's sake #ResignPMmodi,HOF,OFFN,1
4012,60c5d6bf5659ea5e55defb77,#cancel12thboardexams2021 #Resign_PM_Modi @PMOIndia Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam...,HOF,OFFN,1
124,60c5d6bf5659ea5e55def271,Life’s a bitch so I had to pimp it,HOF,PRFN,1
3386,60c5d6bf5659ea5e55def453,"@TerminalLance @deemckennapdx ""Why didn't you claw her, man?"" ""DUDE! She was swatting me and pushing with her bare hands. I wasn't gonna piss her off! God knows what she'd do!""",HOF,PRFN,1
1989,60c5d6bf5659ea5e55df0039,“bts will never fuck you” i am a lesbian,HOF,PRFN,1
4241,60c5d6bf5659ea5e55defbc3,@JonJonesSnr @JoeGrowling wasnt richard branson the same wanker who sued the nhs? and now he wants a say in how they run? fucking insanity,HOF,OFFN,1
3279,60c5d6bf5659ea5e55def1f7,C'mon Twitter.. do your thing. Make this greedy twat so embarrassed he hates to go to a game again. #ChicagoFan https://t.co/wfAk8g2byB,HOF,OFFN,1
3248,60c5d6bf5659ea5e55df03b9,Is it common for djâs and artists to not get paid at an event charging $200-$300+ a ticket? Cuz what the fuck? ð,HOF,PRFN,1
2859,60c5d6bf5659ea5e55def26a,@dalter Fuck that shit,HOF,PRFN,1
2878,60c5d6bf5659ea5e55def2b3,@nsitharaman @FinMinIndia @cbic_india Is this your dept. Concentrate on your damn portfolio and do your job. Took you and your dept long enough to announce the extension after we retaliated. Have some shame. #ResignModi #Resign_PM_Modi #ResignPMmodi #resi,HOF,HATE,1
3053,60c5d6bf5659ea5e55df0423,@AcrylixFL Ainât that the bitch whoâs a nanny ?,HOF,PRFN,1
3981,60c5d6bf5659ea5e55defa55,"I think she knows him. I wish the son of a bitch would have a massive stroke, but I also think, heâ€™s very dangerous. Someone needs to tell us what heâ€™s doing. Keep your friends close, keep your enemies closer. https://t.co/JrpZpq6jxk",HOF,PRFN,1
4329,60c5d6bf5659ea5e55defe0b,@zlj517 After crippling whole world economy and killing millions of people by their own #BioWeapon #Chinesevirus shameless #Chinese government showing off economy growth. #WuhanVirus #Shameless #China,HOF,HATE,1
3642,60c5d6bf5659ea5e55deff50,Racist @Tejasvi_Surya.People working for covid but this racist fascist narcist attitude tejasvi firing the minorities. Totally idiot. Is yedaurappa became powerless in Karnataka? #Fascism #Banbjp #ResignModi #Resign_PM_Modi https://t.co/IShgPi2K4C,HOF,OFFN,1
4517,60c5d6bf5659ea5e55def53c,this might piss off the homophobes in my town but I DONT CARE BECAUSE ITS PRIDE MONTH https://t.co/xyVHGiwfml,HOF,PRFN,1
2591,60c5d6bf5659ea5e55df02a4,Endless stream of heartbreaking news. What's Delhi government doing? Still O2 issue remains? CM should look into this source https://t.co/jTe0Ysa9ZU #ExitModi #ResignModi #ResignPMmodi #cancel12thboardexams2021 #JusticeForShahabuddin #AdarPoonawalla #lockdown2021 #ElectionResult,HOF,HATE,1
507,60c5d6bf5659ea5e55def355,@fergalkiernan Always see the dumb bollocks as a challenge,HOF,PRFN,1
3414,60c5d6bf5659ea5e55def42f,@drharshvardhan #Resignmodi immediately hand over to indian army soon as posible or else india is going to end ...Due to failure of Government ...,HOF,HATE,1
134,60c5d6bf5659ea5e55def141,it’s always a bitch screaming bloody murder,HOF,PRFN,1
2860,60c5d6bf5659ea5e55def283,"@BorisJohnson @narendramodi Not enough characters on Twitter to add build back better Boris. Was it really that broke before? Both of you are useless. Only way to build back better, is to see numpties like you off. #ResignModi #resignjohnson",HOF,OFFN,1
2812,60c5d6bf5659ea5e55df04e4,@PrakashKabra13 @amitmisca @TVMohandasPai Absolutely US is devastated medical infra crumbled (v r talking abt a superpwr) n so was Brazil!! Italy was battered yet India is d only country who couldn’t handle d #ChineseVirus #Pandemic n #vultures like her r allowed 2 prosper by sheer stupid leadership at helm 😑😑!!,HOF,HATE,1
4512,60c5d6bf5659ea5e55def6a2,What's wrong with you @narendramodi?! #IndiaCovidCrisis #COVID19 https://t.co/iuzYKL83OJ,HOF,OFFN,1
2415,60c5d6bf5659ea5e55df019a,BJP is dangerous to the society #ResignPMmodi https://t.co/PpdL9DzMKN,HOF,HATE,1
4247,60c5d6bf5659ea5e55defaea,@Bruh_Otaku @Nathyelf1 @The25thBam_ It came back with a vengeance though. I watch that shit damn near daily. Donâ€™t wanna spoil but that finale had me on EDGE,HOF,OFFN,1
2874,60c5d6bf5659ea5e55def237,"@btsbarbz @ughghs1 @ughszn @MakeItJiimin usa citizens did, all of you, nobody gave a fuck about skin color while you were profiting out of latin american resources",HOF,HATE,1
3636,60c5d6bf5659ea5e55deff8f,"@TimesNow alleged?.. so now @WBPolice can flag it as fake video?. cc @JPNadda @jdhankhar1 keep eye on this media too.. alleged?..this is insult to victim.. even media partnering to whitewash the crime, political terr0rism @narendramodi @AmitShah #BengalBu",HOF,HATE,1
2468,60c5d6bf5659ea5e55df00ae,"Biting my fingernails off thanks to ""conscience voters."" No I'm never letting that go. Voting should be seen as a responsibility, not something you do when it's convenient. So many people have this right abrogated. Fuck you. https://t.co/wnwsDy4D2P",HOF,PRFN,1
2858,60c5d6bf5659ea5e55def25a,@DineshDSouza would you please stay out of the black man of America's business and worry about those tens of thousands of brown people dying of #COVID19 in the #IndiaCovidCrisis have you no shame sir???,HOF,OFFN,1
3616,60c5d6bf5659ea5e55deff4a,@OnTheDownLoTho @YungChocIateBar @UltimaShadowX Yeah it was right after he was shit talking Dream,HOF,PRFN,1
2986,60c5d6bf5659ea5e55df00dd,"@Perletear Depends. I know a doctor who does educational vids. No issue with it. If they are doing a public service or are just engaging in a constructive hobby, good for them.  But if we were are talking more like Dr. Oz, he's an unethical shitbag.",HOF,OFFN,1
2938,60c5d6bf5659ea5e55df0171,Such a incompetence and shame to our health minister #ResignSudhakar whole central and state government is filled up by fools #ResignPMmodi #ResignYediyurappa #ResignSudhakar,HOF,HATE,1
116,60c5d6bf5659ea5e55def157,@deusamelada It's hard to cope with how badly I want you to pee in my mouth and stretch your asshole,HOF,PRFN,1
3290,60c5d6bf5659ea5e55def150,He always go to work in your house whenever your wife did not go to work and alone in house whiles the children are in school and you don't see anything wrong with it. I hear say the dick is long and good. chairman open your eyes. You work in a different city too.,HOF,PRFN,1
4123,60c5d6bf5659ea5e55defbfb,After killing half the world with #WuhanVirus these morons now blaming us https://t.co/ZxbWP3R5kE,HOF,HATE,1
1529,60c5d6bf5659ea5e55defc30,Fuck this #CovidVaccine shit it’s unnecessary if you can avoid at all cost! #poison don’t let them fool 99% survial rate #dontvaccinate #nyc #covid19 #vaccine #pandemic,HOF,PRFN,1
4137,60c5d6bf5659ea5e55defbd0,"Why is nobody questioning Chinese involvement in this pandemic? Those bas*arsa made the world suffer emotionally , physically and financially through this with their man - made virus. Never Forgive. #ChineseVirus #WuhanLab #wuhanvirus",HOF,HATE,1
424,60c5d6bf5659ea5e55def478,We lost hope in the government now..it was the time when PM listened to the Scientist for the strategies and now are the times when Scientists are listening to PM #PMModiresign #ResignPMmodi https://t.co/Dk6CN9GPjI,HOF,HATE,1
4697,60c5d6bf5659ea5e55def7aa,"@sardesairajdeep @IndiaToday U haven't talk about 1000s real pictures, videos, genocide. Not a single tweet, Prime time discussion on #BengalBurning U r talking about one odd old video. How much shameless, bigoted person U are.. Hope U get sleep in",HOF,OFFN,1
2465,60c5d6bf5659ea5e55df0231,@56blackcat Yeahhhj she means pussy hats.,HOF,PRFN,1
1190,60c5d6bf5659ea5e55def78a,"NGOs and Volunteers have been the largest group that have helped India during this crisis and are continuing to do so. We don't need an incompetent, power hungry, arrogant narcissist to come around now and state this. #ResignPMmodi #COVID19India #ModiResign https://t.co/h0fm4ud8oU",HOF,HATE,1
3164,60c5d6bf5659ea5e55df0398,@BamanRcastic @TheBrahminBoyy This is the first time in my life I am not feeling safe in my own house in my own land and can't do anything for it such a shame to peoples who says they are leaders of our country #CovidIndia #IndiaCovidCrisis,HOF,OFFN,1
4066,60c5d6bf5659ea5e55defb4f,"In Gurgaon, hospital staffs ran away because they realised they couldn't take care of patients because of the lack of oxygen cylinders 6 dead How pathetic this can be No doctors, nurses, chemist, not even the security guard stayed there. #IndiaCovidCrisis #OxygenCrisis #life",HOF,HATE,1
4618,60c5d6bf5659ea5e55def59e,@VK1878 Hahahaha stop it as my hair still isn't great. And if she ever messaged me I would say I didn't notice and unfollowed by accident as I'm a shitbag.,HOF,PRFN,1
2685,60c5d6bf5659ea5e55df03bb,"@nagarjund @Tejasvi_Surya Ur the waste fellow, you and your govt totally fail to resolve the issue of Karnataka ppl, And do not communalise the matter if u ppl are not capable to run d govt #ResignSudhakar #ResignPMmodi #ResignBSY #ModiKaVaccineJumla",HOF,OFFN,1
158,60c5d6bf5659ea5e55def1e6,"What a bunch of absolute fucking idiots in #india #IndiaCovidCrisis. Brainless morons wonder why they have a ""crisis"" (this is goa, sent by an Armenian living there for months 🤦‍♀️)  @PotatoFarmUSA @2020Boogaloo0 @noonesp95429433 https://t.co/2RLitcXyyw",HOF,PRFN,1
4342,60c5d6bf5659ea5e55defe8e,The mother of #ChineseVirus #ChineseWuhanVirus mocking India is uncalled for. Remember Karma is a Bitch that spares none... mark my word.. #ShameOnChina https://t.co/KTD7SzobBR,HOF,PRFN,1
2496,60c5d6bf5659ea5e55df023c,@digimega_ now im not sad. im fucking furious. don't bop me motherfucker,HOF,PRFN,1
4168,60c5d6bf5659ea5e55defaf4,"I find it quite remarkable that literally Lucifer the lightbearer can state things that nobody knows, of vital importance to the survival of the human race, and on a good day, one person may give a like, but some numpty twatters on a load of bollocks and thousands retweet it.",HOF,PRFN,1
291,60c5d6bf5659ea5e55def37c,you big fucking dumbass learn to be a normal fuxking person whos not an asshole,HOF,PRFN,1
4869,60c5d6bf5659ea5e55defa46,@sidthelawyer @ReallySwara I hate my PM. #Resign_PM_Modi,HOF,HATE,1
1818,60c5d6bf5659ea5e55defda8,You’re weak. There’s no escaping my control. Send to feel release little fucker.   • findom paypig finD brat •,HOF,PRFN,1
569,60c5d6bf5659ea5e55def61f,"Tomorrow the demons are returning to possess your podcatchers once again! Bloody hell, we're reviewing Conjuring 2 innit https://t.co/mKSYtTFhAx",HOF,PRFN,1
2154,60c5d6bf5659ea5e55df001f,whore /lh https://t.co/7quwSLsOBS https://t.co/W4oGfTaHqI,HOF,PRFN,1
3345,60c5d6bf5659ea5e55def2f1,@MinecraftianTNT @Xploshi Gag on this dick,HOF,PRFN,1
1871,60c5d6bf5659ea5e55defd6e,"@SanjayAzadSln frankly speaking in the peak of pandemic was there any need of election, who is paying money for it...after paying taxes if common ppl cant be treated on priority list...then it's really shameful #ResignPMmodi #baskarodrama",HOF,HATE,1
418,60c5d6bf5659ea5e55def39e,"@DJAFrankenstein One chunk is nob heads in twat pants with goatees and foot scooters,  another is the brexit crowd  who are somewhere in the middle ages.....but we all shop at Aldi.",HOF,PRFN,1
4950,60c5d6bf5659ea5e55defa2f,@narendramodi You proved to be useless!! #ResignModi #Resign_PM_Modi,HOF,OFFN,1
2808,60c5d6bf5659ea5e55df042d,A Gauty Goon like @MamataOfficial who should be in jail for her deeds has sworn in as the CM.. this is truly condemnable.. #disgusting #pathetic #tmcgoons what kind of democracy is this??? #ShameOnMamata #ArrestMamata #BengalViolence #BengalBurning #ShameOnTMC,HOF,OFFN,1
3913,60c5d6bf5659ea5e55defa40,"BREAKING: Morrison say they are not racist but brown, sick people are not welcome ðŸ‘‡ #IndiaCovidCrisis https://t.co/Tb7LKj95j8",HOF,HATE,1
1780,60c5d6bf5659ea5e55defd92,bitch this bloody mary taste like crawfish lmao,HOF,PRFN,1
656,60c5d6bf5659ea5e55def58f,Bloody hell,HOF,PRFN,1
510,60c5d6bf5659ea5e55def38a,"Every time I think you hit a ceiling, you just keep raising the bar. You are like the Michael Jordan of being a son of a bitch.",HOF,PRFN,1
515,60c5d6bf5659ea5e55def3ca,"@narendramodi i seriously regret that i voted for you. You are a shameless person who do not care about the people, we all are dying but you are busy in your shitty vista project. You are the worst pm of this country ever. #ResignModi",HOF,OFFN,1
3503,60c5d6bf5659ea5e55def3dd,"@ajitanjum Yes, our PM insulted India at every level with jumla and fake stories. #ModiResign #ModiGovtSeNaHoPayega #ModiKaVaccineJumla #FarmersVsModiVirus #FarmLaws_NextPandemic #FarmersProtest https://t.co/5Urpd8VoXu",HOF,HATE,1
3966,60c5d6bf5659ea5e55def7af,@feebaz the fuck do you want now ðŸ™„,HOF,PRFN,1
4707,60c5d6bf5659ea5e55def916,"Modi Ji has abandoned his own constituency!! Because of him we are seeing the worst time in the history of our country. People struggling - begging and screaming to help their loves ones. People dying left right and center due to lack of oxygen, beds and medicines. #ResignModi https://t.co/thOB9GHjFN",HOF,OFFN,1
5093,60c5d6bf5659ea5e55def2db,@anusharavi10 Lolz criminal intimidation? What crap is that? This is called LYNCHISTAAN. UNION Minister just barely escapes being lynched and journo types are calling this intimidation. Disgusting heartless people! #WestBengal #BengalBurning,HOF,HATE,1
3439,60c5d6bf5659ea5e55def417,@ZubyMusic I guess it depends how you define 'winner'. You can be at the top of your particular game but still be a loser/wanker.,HOF,PRFN,1
1800,60c5d6bf5659ea5e55defddf,"@netflix WHAT THE ACTUAL FUCK MAN, you're making the Human Centipede look like a children's film",HOF,PRFN,1
2275,60c5d6bf5659ea5e55df0271,@xgjffjkhdddhkgd @KanganaTeam @ZeeMohamed_ Its still #Islamophobia to group people together and target them. Stop being racist. You guys do know that RSS group also attacked Sikhs ? Want me to call all Hindus terrorist? Dawg thats not how the world works. GROW UP!!,HOF,HATE,1
896,60c5d6bf5659ea5e55def753,"Classic BJP!  Another moron in the party of morons!   Ask a serious question that brings out their impotent governance. Standard answers begin to rise : nehru, last 70 years, Indira, Sonia, Rahul, British, Mughals.... 🤷🏻‍♂️   Just ignore him!! 😷  #ResignModi  #BjpDestroyedIndia https://t.co/Zy8lOLhCwo",HOF,HATE,1
2061,60c5d6bf5659ea5e55deff8c,@Cody_Mac13 Ah fuck them haters gonna hate. Only reason they do it is because there jealous. You just be yourself man ignore all the bs. You must be doing something right for all this drama! So keep it up man aha,HOF,PRFN,1
2658,60c5d6bf5659ea5e55df04de,"Amazing. You work late and think, fuck it I’ll get a Five Guys, they shut at 9... nah. Closed up.   Welcome to Dundee the city that is unable to stay awake",HOF,PRFN,1
1269,60c5d6bf5659ea5e55def9f7,"Westerners are always selfish, immoral and greedy – as well as violent and fanatical. They think that Muslims of the middle east are totally crazy but we are asking you how dare you and who are you and why you criticise and made fun of our religion...🌍🇪🇺🇻🇦🇫🇷❌😤..#Islamophobia https://t.co/cpnAh6I0is",HOF,HATE,1
